row_id,clue_id,surface,definition,answer,definition_wn,answer_wn,split
35492,39982,Best stout drunk across heart of Germany,Best,UTMOST,best,utmost,validate
35496,39986,"Anxious, I'm one receiving medical care",Anxious,IMPATIENT,anxious,impatient,test
35500,39991,Squalid type briefly performed,Squalid,SORDID,squalid,sordid,test
35503,39994,"Reportedly, rustic steps in vogue",vogue,STYLE,vogue,style,test
35509,40000,Kick around information that's hot,hot,PUNGENT,hot,pungent,train
35543,40037,"Former partner has to pretend with lady, heartless indeed",indeed,EXACTLY,indeed,exactly,test
35546,40040,Part of Burbank city,city,URBAN,city,urban,train
35554,40046,Unruly old boy upset superstore,Unruly,OBSTREPEROUS,unruly,obstreperous,test
35558,40050,Brute grabbing queen’s bosom,bosom,BREAST,bosom,breast,test
35565,40057,Crowd in Fleet Street?,Crowd,PRESS,crowd,press,train
35619,40118,"Delivery of inflatable bags, half going astray",Delivery,BALL,delivery,ball,test
35630,40130,Style of large house spoken of,Style,MANNER,style,manner,train
35642,40173,A key endorsement gives pleasure,pleasure,GRATIFICATION,pleasure,gratification,validate
35652,40183,Tin managed to open,open,CANDID,open,candid,train
35678,40209,Trail bikes at the back broke,Trail,SPOOR,trail,spoor,test
35683,40214,"Top money, once",Top,CROWN,top,crown,validate
35690,40223,Compete to win game maintaining initially professional attitude,attitude,VIEWPOINT,attitude,viewpoint,test
35778,40345,Parliamentarian abandoning leader? That is strange,strange,EERIE,strange,eerie,test
35837,40412,"Home, seeing us in garden",Home,HOUSE,home,house,test
35843,40417,Record tiny stretch of time,Record,MINUTE,record,minute,test
35864,40434,Reduced share,share,CUT,share,cut,train
35878,40448,Pure English penned by member of church — only the first article appears,Pure,ANGELIC,pure,angelic,test
35922,40493,"Opening element, batting",Opening,LEAD-IN,opening,lead-in,train
35957,40528,Incompatible peacekeepers set to tour part of UK,Incompatible,UNCONGENIAL,incompatible,uncongenial,test
35958,40530,Eternal princess’s elegance resurrected in part,Eternal,AGELESS,eternal,ageless,validate
35971,40545,Unmethodical toys ruled out,Unmethodical,DESULTORY,unmethodical,desultory,test
35976,40551,Silent bird trapping bill,Silent,TACIT,silent,tacit,train
36008,40585,One's honour in life less if solitary,solitary,LONESOME,solitary,lonesome,test
36017,40594,Cleverly sculpted statue likely to be hollow,Cleverly,ASTUTELY,cleverly,astutely,test
36048,40628,Drink: get one round ahead,Drink,LAP,drink,lap,test
36061,40642,Pointed adult cryptic clue upset,Pointed,ACULEATE,pointed,aculeate,test
36105,40719,Carriage cutting horse in two — it's gruesome,gruesome,MACABRE,gruesome,macabre,validate
36108,40722,Up to each person,Up,AHEAD,up,ahead,test
36141,40761,Methodical when working in long grass,Methodical,REASONED,methodical,reasoned,test
36142,40762,Healthy old boy going into decline,Healthy,ROBUST,healthy,robust,test
36167,40793,Famous school raised daughter,Famous,NOTED,famous,noted,test
36171,40797,"In general, a real G&T must be served fresh",In general,AT LARGE,in_general,at_large,validate
36185,40811,Understand excavation,Understand,DIG,understand,dig,test
36186,40811,Understand excavation,excavation,DIG,excavation,dig,validate
36189,40814,"Item, not very credible, supported by leader of government",Item,THING,item,thing,validate
36196,40821,Love new concoction of hot gin,Love,NOTHING,love,nothing,test
36198,40823,Believe in arrangement not requiring immediate payment,Believe,CREDIT,believe,credit,test
36218,40840,First stronghold to protect an indefinite number after retreat,First,FOREMOST,first,foremost,train
36247,40873,"As a mountain track may be, blustery and indirect",blustery,WINDY,blustery,windy,train
36248,40873,"As a mountain track may be, blustery and indirect",indirect,WINDY,indirect,windy,test
36295,40922,One mostly loved thought,thought,IDEA,thought,idea,train
36299,40926,Brilliant group of puppies following good year,Brilliant,GLITTERY,brilliant,glittery,test
36382,41007,Replace some coins,Replace,CHANGE,replace,change,validate
36386,41010,Spot one MP drunk with decanter,Spot,PREDICAMENT,spot,predicament,test
36392,41016,Autocratic politician — conservative — follows dad overthe Channel,Autocratic,PEREMPTORY,autocratic,peremptory,train
36419,41041,"Shrewd expression of disapproval, entering turbulent sea",Shrewd,ASTUTE,shrewd,astute,test
36440,41096,A couple touch with head to the right,A couple,ITEM,couple,item,train
36494,41156,Expression of good fighter pilot on edge?,Expression,GRIMACE,expression,grimace,test
36513,41182,Flash detective with Latin touch,touch,MODICUM,touch,modicum,test
36570,41249,Emergency or upset thus besetting teacher,Emergency,CRISIS,emergency,crisis,train
36575,41253,"Fervently, finally celebrated elite puzzling across 90 years",Fervently,EXCITEDLY,fervently,excitedly,train
36694,41370,Letters provided by job agency?,Letters,POST,letters,post,train
36713,41388,Angry buccaneer denied power,Angry,IRATE,angry,irate,test
36720,41395,Unsightly inner core of Bruges gets left years,Unsightly,UGLY,unsightly,ugly,test
36733,41410,Cooler? Greek sounding enthusiastic,enthusiastic,FANATIC,enthusiastic,fanatic,test
36737,41415,Exactitude of pair having executed verdict,Exactitude,PRECISION,exactitude,precision,test
36742,41420,"Wicked and wealthy, not husband material",material,FABRIC,material,fabric,test
36753,41432,"Community to triumph, but one missing out",Community,TOWN,community,town,train
36754,41433,"Say word of warning to players, having got cross enough",Say,FOR EXAMPLE,say,for_example,validate
36772,41454,Called in a body of engineers to fix,fix,ARRANGE,fix,arrange,test
36773,41455,Important instruction to deputy about outgoing mail?,Important,SIGNIFICANT,important,significant,test
36784,41468,Leisurely plebeian follows society,Leisurely,SLOWLY,leisurely,slowly,test
36817,41562,Proud chief in Oriental sea,Proud,EMBOSSED,proud,embossed,validate
36829,41574,Beat cast covering the Spanish hit,hit,BEST-SELLING,hit,best-selling,test
36830,41575,Offensively salty eels cooked across the way,Offensively,TASTELESSLY,offensively,tastelessly,validate
36842,41588,Popular outcome? Pretty much,Pretty much,IN EFFECT,pretty_much,in_effect,test
36850,41596,Model former beheaded knight,Model,EXEMPLAR,model,exemplar,test
36854,41600,Spirit in W African country good for a start,a start,BEGINNING,start,beginning,train
36913,41661,Appalling mark with you being denied Open University,Appalling,SCARY,appalling,scary,test
36923,41675,Elvish giant dispatching every other character over nothing,nothing,NIHIL,nothing,nihil,test
36988,41754,Suitable small apartment,Suitable,APT,suitable,apt,test
36990,41757,Part of colonel’s unit,unit,ONE,unit,one,test
36995,41762,SAS tried sorting out calamity,calamity,DISASTER,calamity,disaster,test
37033,41810,"Nasty bloke, putting head back, crossing line",Nasty,UGLY,nasty,ugly,test
37038,41816,The writer's cue initially unthinkingly unscripted,unscripted,IMPROMPTU,unscripted,impromptu,train
37082,41865,"Handle dog well, but only intermittently",Handle,LABEL,handle,label,test
37112,41896,Couple’s time out,Couple,ITEM,couple,item,validate
37114,41898,"A few among meerkats, ever alert",A few,SEVERAL,a_few,several,test
37123,41909,"Create plebs, unusually decent",decent,RESPECTABLE,decent,respectable,test
37127,41913,"Victory sign, justification",justification,VINDICATION,justification,vindication,test
37130,41915,One's donated here,here,PRESENT,here,present,train
37139,41924,Many items at the auction,Many,LOTS,many,lots,test
37148,41933,"Short notice, fair and correct",correct,ADJUST,correct,adjust,test
37196,41982,Negligent fail again?,Negligent,REMISS,negligent,remiss,train
37254,42045,South leaving card game to sleep,sleep,NAP,sleep,nap,test
37284,42074,Frivolously time a single woman in motoring event,Frivolously,TRIVIALLY,frivolously,trivially,train
37335,42133,Article caught like a fish? That's ingenious,ingenious,NEAT,ingenious,neat,test
37341,42140,Decent participants in match as televised,Decent,CHASTE,decent,chaste,train
37357,42173,The best place to turn,The best,TOPS,best,tops,train
37381,42199,Worry family member has forfeited first of rights,Worry,BOTHER,worry,bother,train
37403,42222,"In the role of an old king, Canute ultimately perceptive",perceptive,ASTUTE,perceptive,astute,test
37444,42263,Analyst’s initial manner is remote,remote,AWAY,remote,away,train
37456,42277,Story written around black board,board,TABLE,board,table,validate
37479,42313,City rivals swallowing drink after drink in case,case,PORTMANTEAU,case,portmanteau,test
37494,42329,"Less than a couple, moving with current",current,UNDERTOW,current,undertow,train
37512,42347,Passing vehicle in the middle of deep trail,Passing,EVANESCENT,passing,evanescent,test
37553,42387,Prison rebel is terribly reckless,reckless,IRRESPONSIBLE,reckless,irresponsible,train
37629,42467,Sound coming from American serving in bar,Sound,LOGICAL,sound,logical,train
37654,42496,Society figure not one to suppress,to suppress,STRANGLE,suppress,strangle,validate
37664,42506,Dreary strips gone over in race,Dreary,MISERABLE,dreary,miserable,test
37754,42611,Experience became hard in two different ways,Experience,GO THROUGH,experience,go_through,test
37756,42613,Call round,Call,RING,call,ring,train
37759,42615,Top expert on board?,Top,SURFACE,top,surface,validate
37782,42639,"Value in flag, patriotism finally returning",Value,MERIT,value,merit,train
37829,42688,Egyptian god under constant burden,burden,CHORUS,burden,chorus,test
37834,42694,Learned being in favour of institute,Learned,PROFOUND,learned,profound,test
37859,42721,Get on with head of crime in New York bureau,bureau,AGENCY,bureau,agency,validate
37861,42723,"Top dog, reportedly",Top,PEAK,top,peak,train
37907,42772,Not demanding rest,rest,LIGHT,rest,light,train
37961,42825,Nearly perfect suggestion,suggestion,IDEA,suggestion,idea,test
37973,42840,Chapter penned by left-leaning fool’s getting slated,slated,SCHEDULED,slated,scheduled,test
38093,42978,Wages vote taken round Scottish town,Wages,PAYROLL,wages,payroll,train
38108,42991,Outrageous incident follows outside broadcast,Outrageous,OBSCENE,outrageous,obscene,test
38133,43016,Relentless non-resident wanting vote,Relentless,ETERNAL,relentless,eternal,validate
38134,43017,Open about amount of work experience,experience,UNDERGO,experience,undergo,test
38187,43070,Negligent on subject of young girl?,Negligent,REMISS,negligent,remiss,train
38189,43073,Close finishes in the Medallion Shield,Close,END,close,end,test
38243,43165,"Feeling ecstatic about money, grabbing fortune finally",Feeling,SENTIENT,feeling,sentient,test
38271,43195,"Cheers up, on course to get fit",fit,ATTACK,fit,attack,test
38287,43211,Part of conditional release the old man ignored,Part,ROLE,part,role,train
38295,43219,"Decent chalet, I suspect",Decent,ETHICAL,decent,ethical,test
38312,43236,Use excellent line with King James Bible,Use,AVAIL,use,avail,test
38316,43240,Poor in Knock denied pence,Poor,BUM,poor,bum,test
38340,43264,"Cheap beer, see?",Cheap,BUDGET,cheap,budget,test
38424,43353,Group is ready,ready,SET,ready,set,test
38503,43444,Flagrant lack of right-wingers mostly out to replace English,Flagrant,NOTORIOUS,flagrant,notorious,train
38530,43475,"Capricious sailor turning up in Morecambe, say",Capricious,ERRATIC,capricious,erratic,test
38557,43502,Bill used regularly to be sad,sad,BLUE,sad,blue,train
38569,43514,Dramatic scam blocked by one with rights,Dramatic,STIRRING,dramatic,stirring,test
38583,43528,Scope of old railway publicity in the wild?,Scope,BREADTH,scope,breadth,train
38602,43547,Waste left in more open land running out to sea,Waste,WILDERNESS,waste,wilderness,test
38608,43555,Right pair get over split,Right,PREROGATIVE,right,prerogative,test
38628,43574,Surreptitious way able-bodied husband’s abandoned,Surreptitious,STEALTHY,surreptitious,stealthy,test
38632,43578,"Married woman, one of five, becomes model",model,MANNEQUIN,model,mannequin,validate
38660,43608,Intelligent British like wet weather,Intelligent,BRAINY,intelligent,brainy,validate
38668,43618,Incandescent tirade about squandered aid,Incandescent,RADIANT,incandescent,radiant,train
38678,43632,"Making a good escape, requesting cover",cover,SKIN,cover,skin,test
38743,43713,Small bill is miserable,miserable,SAD,miserable,sad,test
38746,43716,Prosecutor breaks plaything now,now,TODAY,now,today,train
38755,43724,"One day, looked at becoming rich",rich,MONEYED,rich,moneyed,validate
38758,43727,"Girl, nervous but attractive",attractive,DISHY,attractive,dishy,test
38781,43749,Power – a youth desperate to grab it after start of revolution,Power,AUTHORITY,power,authority,test
38819,43795,Sense change so near,Sense,REASON,sense,reason,train
38822,43800,Unusual way to serve steak,Unusual,RARE,unusual,rare,test
38827,43804,Liberated status unsupported,unsupported,FREESTANDING,unsupported,freestanding,test
38835,43813,Serious accent,Serious,GRAVE,serious,grave,test
38836,43813,Serious accent,accent,GRAVE,accent,grave,train
38865,43849,Work that one might turn down,Work,VOLUME,work,volume,validate
38899,43884,Jaunty female socialite once performing song,Jaunty,DEBONAIR,jaunty,debonair,train
38938,43925,Two blows exactly,exactly,SLAP-BANG,exactly,slap-bang,test
38993,44001,Soon member of clergy’s heading off,Soon,ANON,soon,anon,test
38998,44008,Portion of salary earned for a time,a time,YEAR,time,year,validate
39035,44050,Dismal swimmer in river,Dismal,BLEAK,dismal,bleak,train
39039,44055,Back minister introducing minority language,Back,REVERSE,back,reverse,train
39047,44064,One clear about parking being awkward,awkward,INEPT,awkward,inept,train
39061,44081,Weak women’s sobbing has moved heart,Weak,WATERY,weak,watery,validate
39070,44090,What precedes do: a drink,drink,TEA,drink,tea,validate
39076,44096,Present that’s bagged up,Present,NOW,present,now,train
39109,44129,Agreeable country dweller welcomes Liberal,Agreeable,PLEASANT,agreeable,pleasant,validate
39117,44137,Account by clergyman is correct,correct,ACCURATE,correct,accurate,test
39148,44168,Help priest imprisoned by Judge,Help,RELIEF,help,relief,test
39156,44175,Criminal's abandoned scruples and discipline,discipline,SCIENCE,discipline,science,train
39188,44211,Note with iron put in farm structure for protection,protection,SAFETY,protection,safety,train
39235,44261,Former lord crushed by one’s first spell in jail,Former,OLD-TIME,former,old-time,test
39295,44361,Family all but condemned in secret,in secret,CLANDESTINE,in_secret,clandestine,test
39296,44362,Be reliably informed head’s to be sacked immediately,immediately,NOW,immediately,now,test
