clue_id,definition,split,phrase
182660,Fortune tellers,validate,<t>Fortune tellers</t> love pastry crusts
182663,Feeling,test,<t>Feeling</t> a nose isn’t out of joint
182664,collapse,test,"In supermarket, the French exercise and <t>collapse</t>"
182668,dressing,test,It’s said Daedalus should pay Bruce for <t>dressing</t>
182669,alien,validate,The invading yellow <t>alien</t>
182670,Destroy,test,"<t>Destroy</t> resistance, mean, without hesitation"
182674,Appointment,train,<t>Appointment</t> kept by lord at embassy
182677,sugar,train,Strange dream about time required to make <t>sugar</t>
182678,jargon,validate,Learner at home with good old <t>jargon</t>
182679,expensive,validate,Diamonds are awfully <t>expensive</t>
182683,Sloping,validate,"<t>Sloping</t> island, one covered with powder"
182684,answer,test,Press one in trouble to give <t>answer</t>
182685,Legal,test,<t>Legal</t> volume with article on cover
182686,Fruit,train,<t>Fruit</t> in odd parts of garden with promise
182687,saxophonist,validate,"Thousand, enthralled by broadcast clip, hear rare <t>saxophonist</t>"
182688,Tolerate,train,<t>Tolerate</t> sport
182688,sport,train,Tolerate <t>sport</t>
182689,loneliness,test,Idyll’s beginning thus with language about love and <t>loneliness</t>
182690,spring,validate,Grand view around south over river in <t>spring</t>
182692,common,test,Stop enclosing area on large <t>common</t>
182693,field event,train,Value plot prepared for <t>field event</t>
182696,Pastoral,validate,<t>Pastoral</t> artist restricted by endless regulation
182697,heated,validate,Conflict with spymaster getting <t>heated</t>
182700,Filming,validate,<t>Filming</t> Tap orgy in hotel — came when aroused
182701,charms,test,In the morning love to be entertained by kinky nurse’s <t>charms</t>
182702,city,validate,"One trailing dumb group, half lost in <t>city</t>"
182704,pitch,test,Film covering record <t>pitch</t>
182706,Turns,train,"<t>Turns</t> ugly, oddly missing lots"
182707,Spinal Tap,test,<t>Spinal Tap</t> turning up current album …
182711,drugs,test,A car’s back concealing new <t>drugs</t>
182712,Artist,test,<t>Artist</t> and singer’s aid — he joins film director with band of the ’70s
182713,drink,test,Upset Led Zeppelin’s leader taking in lover for <t>drink</t>
182716,equipment,test,Fiddles with <t>equipment</t>
182717,wasted,test,Rubbish you picked up? Time to give up being <t>wasted</t>
182722,Delivery,test,<t>Delivery</t> of European spot (one must be United)
182724,reverberation,test,Group with good <t>reverberation</t>
182725,suffering,train,Celebrity mag detailed <t>suffering</t>
182726,fresh food,test,Novel clue (cryptic) I found in Paris factory making <t>fresh food</t>
182730,wader,train,Small lean <t>wader</t>
182732,Damages,test,<t>Damages</t> function way back
182733,Noteworthy,train,"<t>Noteworthy</t> island city motorway, westbound"
182734,Crush,train,"<t>Crush</t> inferior ropemaker, absorbing good one"
182739,disease,train,Drink one to limit bone <t>disease</t>
182740,axis,train,British officer upended <t>axis</t>
182741,Miss,test,<t>Miss</t> train miles outside Arkansas
182745,purgative,train,Track ancient mariners supplying <t>purgative</t>
182751,frame,test,Second wooden <t>frame</t>
182754,Bitter,test,<t>Bitter</t> councillor cuts support
182757,author,train,Only deacon moves for <t>author</t>
182759,bird,test,Grow to keep leading <t>bird</t>
182766,spokesman,train,Fault admitting nothing in <t>spokesman</t>
182767,Remove,train,<t>Remove</t> parking fringed by river and lake
182769,Subject,test,<t>Subject</t> in sunhat before cold
182770,another,validate,Single son entering Asian country – and <t>another</t>
182774,singer,test,English composer shedding coat for <t>singer</t>
182776,Spread,test,<t>Spread</t> call about person on board
182784,fast food,train,Subtract <t>fast food</t>
182785,Celebrated,validate,<t>Celebrated</t> note to tailless rodent
182786,vessel,validate,Messed about with <t>vessel</t>
182787,Place of worship,train,<t>Place of worship</t> by Ganges you rebuilt
182790,Imagine,train,<t>Imagine</t> being fed on fish!
182792,country,train,Crimea – a troubled <t>country</t>
182795,Fellow traveller,test,"<t>Fellow traveller</t> means to summon loch, back inside"
182796,spread,train,"Equip a boy to fight, interrupting compiler’s <t>spread</t>"
182797,nest,train,7 securing state of <t>nest</t>
182800,Dependable,train,<t>Dependable</t> type of shirt suffering from lack of use
182801,Learning,train,<t>Learning</t> king’s currently on shelf
182806,Pictures,validate,<t>Pictures</t> of skipper’s first boats
182807,Purpose,train,<t>Purpose</t> of camping?
182808,encomium,validate,Turned grey in fear of <t>encomium</t>
182809,Spice,train,<t>Spice</t> showing jester where to see recent pictures mounted
182810,attraction,train,Shock secures electronic <t>attraction</t>
182811,Harsh,test,<t>Harsh</t> wind from the south-east
182812,Struggle,validate,<t>Struggle</t> with gold and wood
182813,Best,test,<t>Best</t>? Quite the contrary
182814,Fabric,test,<t>Fabric</t> obtained from male sheep
182816,Rush,validate,<t>Rush</t> meal by river
182817,cloth,test,Long to get hold of narrow piece of <t>cloth</t>
182818,Hard up,test,<t>Hard up</t> family found in vacated squat
182820,substance,test,Mine hard <t>substance</t>
182821,fashion,test,Be inclined to adopt summer’s latest <t>fashion</t>
182822,Gang,train,"<t>Gang</t> found in Cheshire town, reportedly"
182823,deposit,validate,Ten dimes sent as <t>deposit</t>
182824,building material,train,Black stack of <t>building material</t>
182825,University,test,<t>University</t> in conservative soap opera setting
182829,Enormous,test,<t>Enormous</t> shade screening top of garden
182830,Brawl,train,<t>Brawl</t> as drink stops sergeant major getting his cocktail
182832,set down,test,One on court in engagement with Djokovic initially is <t>set down</t>
182833,Rich,validate,<t>Rich</t> source of opals found in new mine close to Witwatersrand
182834,Get on,test,<t>Get on</t> all right in audition
182835,Disgusted,validate,<t>Disgusted</t> by new American at university not standing!
182836,Share,train,<t>Share</t> of extremely substantial diamonds
182840,Prisoner,train,<t>Prisoner</t> I meant to rescue
182843,revolution,test,Spain overcomes popular <t>revolution</t>
182873,rubbish,test,Girl coming out meets teacher returning <t>rubbish</t>
182874,celebration,test,A delay brought about <t>celebration</t>
182876,carriage,test,Awkward ascent in <t>carriage</t>
182877,model,test,Casual worker’s former <t>model</t>
182878,restaurant,train,Club entertains queen in <t>restaurant</t>
182879,uproar,train,Teacher seizes a shirt in <t>uproar</t>
182880,Bloody,validate,<t>Bloody</t> unusual
182880,unusual,validate,Bloody <t>unusual</t>
182881,Star,train,<t>Star</t> born during expedition
182883,Win,test,<t>Win</t> earned fraudulently
182884,representatives,validate,Small drinks for church <t>representatives</t>
182885,Premature,validate,<t>Premature</t> eruption
182885,eruption,validate,Premature <t>eruption</t>
182887,Still,test,<t>Still</t> in the theatre stalls
182889,Pick up,test,<t>Pick up</t> king’s knight
182892,Governor,test,<t>Governor</t> put transport officer in uniform
182896,County,test,<t>County</t> routine on moor
182898,conveyance,test,Tory leader managed to settle in <t>conveyance</t>
182899,safe,test,Hacker said to be <t>safe</t>
182900,lament,test,Greek leader in ominous <t>lament</t>
182930,game,test,Takes rum into bachelor party for <t>game</t>
182933,trench,test,Nut caught fish in <t>trench</t>
182936,drawers,test,"One gets changed, grabbing wrong <t>drawers</t>"
182938,cry,train,Request for alimony maybe makes one <t>cry</t>
182939,sweet potato,test,Zero carbs? 60% in a <t>sweet potato</t>
182941,Repairman,test,<t>Repairman</t> gets up one’s nose
182944,figures,train,Hotel originally overestimates mistake in bank’s <t>figures</t>
182945,Fragrant,train,<t>Fragrant</t> flower comes up some days before Easter
182946,Burlesque,validate,<t>Burlesque</t> model holds back at the end
182947,Europeans,test,"<t>Europeans</t> pick up a little bit of French food at lunchtime, maybe?"
182948,elbow room,train,"Be inches apart, somehow maintaining good <t>elbow room</t>"
182949,GP,validate,<t>GP</t> that’s highly-strung?
182950,business,test,Millions invested in railroad <t>business</t>
182952,Stuff,test,<t>Stuff</t> I leave in place
182953,defence,test,"Boxer, one possessing second-rate <t>defence</t>"
182988,plant,validate,American after fortune for <t>plant</t>
182991,courtyard,train,Piano note – it reverberated round <t>courtyard</t>
182993,a battle,train,Pair in quite <t>a battle</t>
182994,uncomfortable,validate,"Unwell, a guy is <t>uncomfortable</t>"
182995,struck,validate,Lads set off to bring in gold <t>struck</t>
182996,Cap,train,<t>Cap</t> dismissed – Benaud’s last over
182997,Ministers,validate,"<t>Ministers</t>, in private, sign"
183001,Poke,train,<t>Poke</t> pochard’s head with a slender stick
183002,questionable,test,Carol happy to change? That’s <t>questionable</t>
183003,tent,test,Famous spinner in <t>tent</t>
183004,Knife,test,<t>Knife</t> fight about it upset league’s leader
183005,golf club,test,Smooth things out in <t>golf club</t>
183008,Boring,test,<t>Boring</t> book about anger on top of softbacks
183009,speculative,test,Out? A Liberal admitting nothing <t>speculative</t>
183010,Put down,test,<t>Put down</t> soft drink
183010,soft drink,test,Put down <t>soft drink</t>
183011,star,test,"Sim, maybe, as overlooked <t>star</t>"
183012,pain,test,One going round hospital in <t>pain</t>
183013,assembly,train,What one eats in <t>assembly</t>?
183015,stuff,validate,Considers dropping thousand for good <t>stuff</t>
183017,Entrance,train,<t>Entrance</t> men starting to travel in China
183018,place of worship,test,Each dart shot bit of light into <t>place of worship</t>
183019,Element,test,<t>Element</t> found in motorway and elsewhere
183020,rally,test,Made money holding <t>rally</t>
183021,Monsters,train,<t>Monsters</t> and thugs boxing outside of ring
183025,factories,test,Will keeps changing mind ahead of opening of sweet <t>factories</t>
183026,Positive,test,<t>Positive</t> and proper Greek character with skin of doe
183028,Reject,test,<t>Reject</t> half of meal featuring pig
183029,guard,test,Head of security sacked lenient <t>guard</t>
183030,Entice,train,<t>Entice</t> tailless water fowl within grasp
183032,Tend,test,<t>Tend</t> to race back to Home Counties
183033,Ban,test,<t>Ban</t> English doctor on Greek ship
183035,Symbols,validate,<t>Symbols</t> used to represent people binding books
183036,Generous,train,<t>Generous</t> fairytale creature the French found aboard ship
183039,Great,test,<t>Great</t> and favourable point discovered
183040,Worships,test,<t>Worships</t> one cheat going to foreign isles
183041,Throw,test,<t>Throw</t> from university fellow taking wicket
183043,Team,validate,<t>Team</t> left Europe in uniform
183045,Excellence,validate,<t>Excellence</t> encountered around Royal Institution
183046,Middle,test,"<t>Middle</t> of day, flyers put over sign"
183047,Search,validate,<t>Search</t> led to fire
183048,Pole,test,<t>Pole</t> position
183048,position,validate,Pole <t>position</t>
183049,ground,train,"At start of Monza, Ferrari made up <t>ground</t>"
183050,driver,validate,It might make fast <t>driver</t>
183051,Correspondence,train,<t>Correspondence</t> reflecting awards for TV judge
183053,collision,test,Male wearing belt across shoulder for <t>collision</t>
183075,influence,test,Court after blunder not having good <t>influence</t>
183076,Shining,test,"<t>Shining</t> passion, right? Love our team"
183078,launch,test,Lord going round island aboard <t>launch</t>
183079,Stand for,train,<t>Stand for</t> picture
183079,picture,train,Stand for <t>picture</t>
183080,Clear,test,<t>Clear</t> sound of aircraft
183083,Artist,test,<t>Artist</t> and revolutionary son getting on
183085,tearful,train,Democrat in heavy defeat almost <t>tearful</t>
183086,Look at,train,"<t>Look at</t> you, getting into European dance"
183088,Tension,train,"<t>Tension</t>, some assert, still around"
183089,Cat,train,"<t>Cat</t> shown by artist under tropical tree, miles away"
183090,Worrier,train,<t>Worrier</t> in place supporting loud American
183091,lizard,validate,Trick involving meat and eel confused with <t>lizard</t>
183093,March,validate,<t>March</t> broke up after time
183094,outside,test,Start broadcast <t>outside</t>
183095,Song,test,<t>Song</t> from Scandinavian about climbing in south-east
183097,detestable,test,"Born hater, unusually <t>detestable</t>"
183098,Studious,test,<t>Studious</t> expert about plug and microphone
183099,Joke,test,<t>Joke</t> for example with piano during interlude
183100,rival,test,Bird above former <t>rival</t>
183101,Gifts,test,<t>Gifts</t> in first of seasonal dispatches
183102,Leave,validate,<t>Leave</t> rent
183102,rent,validate,Leave <t>rent</t>
183132,Secret,train,<t>Secret</t> ring in compound in command
183134,wanderer,test,Run across <t>wanderer</t>
183136,Obsession,test,<t>Obsession</t> with affair
183136,affair,test,Obsession with <t>affair</t>
183137,Successor,test,"<t>Successor</t> I hire, not bothered by resistance"
183138,incredulity,test,Inspector’s complaint about core of policy causing <t>incredulity</t>
183139,part,test,Speaker’s quiet <t>part</t>
183141,Substitute,test,<t>Substitute</t> for unknown quantities
183143,Loud,train,"<t>Loud</t> and clear, after end of appointment, getting told to go outside"
183144,Reveal,train,<t>Reveal</t> demon with skill
183145,Concern,train,<t>Concern</t> about one in lonely state
183146,Drums,test,<t>Drums</t> upset sleep? Endlessly nervous about that
183147,Seeds,train,<t>Seeds</t> to beat
183147,beat,train,Seeds to <t>beat</t>
183149,Engine,train,"<t>Engine</t> in lead, up around poor ground, following northward track"
183151,Rude,test,<t>Rude</t> scoundrel on time
183152,pleasure,validate,"Good informer, one with answer in story giving <t>pleasure</t>"
183153,Nonconformist,test,<t>Nonconformist</t> ready to accept split with prophet coming up
